Fecha,Compra_of,Venta_of
31/03/2017,"15,27","15,67"
30/03/2017,"15,29","15,69"
29/03/2017,"15,35","15,75"
28/03/2017,"15,44","15,84"
27/03/2017,"15,49","15,89"
23/03/2017,"15,51","15,91"
22/03/2017,"15,51","15,91"
21/03/2017,"15,52","15,92"
20/03/2017,"15,54","15,94"
17/03/2017,"15,43","15,83"
16/03/2017,"15,43","15,83"
15/03/2017,"15,43","15,83"
14/03/2017,"15,42","15,82"
13/03/2017,"15,41","15,81"
10/3/2017,"15,4","15,8"
9/3/2017,"15,48","15,88"
8/3/2017,"15,5","15,9"
7/3/2017,"15,41","15,81"
6/3/2017,"15,34","15,74"
3/3/2017,"15,34","15,74"
2/3/2017,"15,32","15,72"
1/3/2017,"15,37","15,77"
24/02/2017,"15,41","15,81"
23/02/2017,"15,47","15,87"
22/02/2017,"15,46","15,86"
21/02/2017,"15,56","15,96"
20/02/2017,"15,6",16
17/02/2017,"15,53","15,93"
16/02/2017,"15,31","15,71"
15/02/2017,"15,33","15,73"
14/02/2017,"15,4","15,8"
13/02/2017,"15,43","15,83"
10/2/2017,"15,46","15,86"
9/2/2017,"15,55","15,95"
8/2/2017,"15,6",16
7/2/2017,"15,6",16
6/2/2017,"15,6",16
3/2/2017,"15,55","15,95"
2/2/2017,"15,59","15,99"
1/2/2017,"15,72","16,12"
31/01/2017,"15,81","16,21"
30/01/2017,"15,82","16,22"
27/01/2017,"15,82","16,22"
26/01/2017,"15,84","16,24"
25/01/2017,"15,84","16,24"
24/01/2017,"15,84","16,24"
23/01/2017,"15,83","16,23"
20/01/2017,"15,79","16,19"
19/01/2017,"15,87","16,27"
18/01/2017,"15,85","16,25"
17/01/2017,"15,78","16,18"
16/01/2017,"15,74","16,14"
13/01/2017,"15,73","16,13"
12/1/2017,"15,75","16,15"
11/1/2017,"15,76","16,16"
10/1/2017,"15,75","16,15"
9/1/2017,"15,73","16,13"
6/1/2017,"15,75","16,15"
5/1/2017,"15,88","16,28"
4/1/2017,"15,98","16,38"
3/1/2017,"15,8","16,2"
2/1/2017,"15,8","16,2"
30/12/2016,"15,77","16,17"
29/12/2016,"15,75","16,15"
28/12/2016,"15,5","15,9"
27/12/2016,"15,43","15,83"
26/12/2016,"15,46","15,86"
23/12/2016,"15,44","15,84"
22/12/2016,"15,64","16,04"
21/12/2016,"15,73","16,13"
20/12/2016,"15,71","16,11"
19/12/2016,"15,71","16,11"
16/12/2016,"15,79","16,19"
15/12/2016,"15,84","16,24"
14/12/2016,"15,75","16,15"
13/12/2016,"15,84","16,24"
12/12/2016,"15,88","16,28"
7/12/2016,"15,79","16,19"
6/12/2016,"15,73","16,13"
5/12/2016,"15,75","16,15"
2/12/2016,"15,7","16,1"
1/12/2016,"15,71","16,11"
30/11/2016,"15,71","16,11"
29/11/2016,"15,48","15,88"
25/11/2016,"15,35","15,75"
24/11/2016,"15,36","15,76"
23/11/2016,"15,35","15,75"
22/11/2016,"15,26","15,66"
21/11/2016,"15,23","15,63"
18/11/2016,"15,3","15,7"
17/11/2016,"15,3","15,7"
16/11/2016,"15,33","15,73"
15/11/2016,"15,35","15,75"
14/11/2016,"15,4","15,8"
11/11/2016,"15,08","15,48"
10/11/2016,"14,89","15,29"
9/11/2016,"14,8","15,2"
8/11/2016,"14,84","15,24"
7/11/2016,"14,86","15,26"
4/11/2016,"14,89","15,29"
3/11/2016,"14,92","15,32"
2/11/2016,"14,9","15,3"
1/11/2016,"15,05","15,35"
31/10/2016,15,"15,4"
28/10/2016,"15,02","15,42"
27/10/2016,"15,02","15,42"
26/10/2016,"15,03","15,43"
25/10/2016,"15,02","15,42"
24/10/2016,"14,94","15,34"
21/10/2016,15,"15,4"
20/10/2016,"15,02","15,42"
19/10/2016,"15,03","15,43"
18/10/2016,"15,04","15,44"
17/10/2016,"15,05","15,45"
14/10/2016,"14,99","15,39"
13/10/2016,"14,98","15,38"
12/10/2016,15,"15,4"
11/10/2016,"15,06","15,46"
7/10/2016,"15,07","15,47"
6/10/2016,"15,08","15,48"
5/10/2016,"15,06","15,46"
4/10/2016,"15,06","15,46"
3/10/2016,"15,05","15,45"
30/09/2016,"15,13","15,53"
29/09/2016,"15,22","15,62"
28/09/2016,"15,16","15,56"
27/09/2016,"15,08","15,48"
26/09/2016,"15,07","15,47"
23/09/2016,"15,01","15,41"
22/09/2016,"15,01","15,41"
21/09/2016,15,"15,4"
20/09/2016,15,"15,4"
19/09/2016,15,"15,4"
16/09/2016,"14,97","15,37"
15/09/2016,"14,88","15,28"
14/09/2016,"14,87","15,27"
13/09/2016,"14,82","15,22"
12/9/2016,"14,84","15,24"
9/9/2016,"14,87","15,27"
8/9/2016,"14,89","15,29"
7/9/2016,"14,85","15,25"
6/9/2016,"14,85","15,25"
5/9/2016,"14,82","15,22"
2/9/2016,"14,8","15,2"
1/9/2016,"14,76","15,16"
31/08/2016,"14,79","15,19"
30/08/2016,"14,93","15,33"
29/08/2016,"14,93","15,33"
26/08/2016,"14,79","15,19"
25/08/2016,"14,75","15,15"
24/08/2016,"14,74","15,14"
23/08/2016,"14,73","15,13"
22/08/2016,"14,75","15,15"
19/08/2016,"14,78","15,18"
18/08/2016,"14,78","15,18"
17/08/2016,"14,62","15,02"
16/08/2016,"14,57","14,97"
12/8/2016,"14,58","14,98"
11/8/2016,"14,58","14,98"
10/8/2016,"14,6",15
9/8/2016,"14,65","15,05"
8/8/2016,"14,64","15,04"
5/8/2016,"14,72","15,12"
4/8/2016,"14,74","15,14"
3/8/2016,"14,73","15,13"
2/8/2016,"14,75","15,15"
1/8/2016,"14,86","15,26"
29/07/2016,"14,88","15,28"
28/07/2016,"14,88","15,28"
27/07/2016,"14,83","15,23"
26/07/2016,"14,79","15,19"
25/07/2016,"14,78","15,18"
22/07/2016,"14,79","15,19"
21/07/2016,"14,89","15,29"
20/07/2016,"14,87","15,27"
19/07/2016,"14,91","15,31"
18/07/2016,"14,96","15,36"
15/07/2016,"14,73","15,13"
14/07/2016,"14,58","14,98"
13/07/2016,"14,47","14,87"
12/7/2016,"14,5","14,9"
11/7/2016,"14,58","14,98"
7/7/2016,"14,56","14,96"
6/7/2016,"14,65","15,05"
5/7/2016,"14,83","15,23"
4/7/2016,"14,92","15,32"
1/7/2016,"14,94","15,34"
30/06/2016,"14,83","15,23"
29/06/2016,"14,78","15,18"
28/06/2016,"14,85","15,25"
27/06/2016,"15,03","15,43"
24/06/2016,"14,72","15,12"
23/06/2016,"14,14","14,54"
22/06/2016,"13,89","14,29"
21/06/2016,"13,78","14,18"
16/06/2016,"13,73","14,13"
15/06/2016,"13,65","14,05"
14/06/2016,"13,67","14,07"
13/06/2016,"13,7","14,1"
10/6/2016,"13,71","14,11"
9/6/2016,"13,74","14,14"
8/6/2016,"13,74","14,14"
7/6/2016,"13,69","14,09"
6/6/2016,"13,69","14,09"
3/6/2016,"13,77","14,17"
2/6/2016,"13,82","14,22"
1/6/2016,"13,85","14,25"
31/05/2016,"13,89","14,29"
30/05/2016,"13,87","14,27"
27/05/2016,"13,89","14,29"
26/05/2016,"13,94","14,34"
24/05/2016,"13,92","14,32"
23/05/2016,"13,91","14,31"
20/05/2016,"13,96","14,36"
19/05/2016,14,"14,4"
18/05/2016,"14,01","14,41"
17/05/2016,"14,01","14,41"
16/05/2016,"14,04","14,44"
13/05/2016,"14,05","14,45"
12/5/2016,"14,09","14,49"
11/5/2016,"14,1","14,5"
10/5/2016,"14,12","14,52"
9/5/2016,"14,12","14,52"
6/5/2016,"14,12","14,52"
5/5/2016,"14,13","14,53"
4/5/2016,"14,11","14,51"
3/5/2016,"14,11","14,51"
2/5/2016,"14,14","14,54"
29/04/2016,"14,14","14,54"
28/04/2016,"14,11","14,51"
27/04/2016,"14,12","14,52"
26/04/2016,"14,21","14,61"
25/04/2016,"14,24","14,64"
22/04/2016,"14,28","14,68"
21/04/2016,"14,29","14,69"
20/04/2016,"14,17","14,57"
19/04/2016,"14,08","14,48"
18/04/2016,"14,09","14,49"
15/04/2016,"14,16","14,56"
14/04/2016,"14,25","14,65"
13/04/2016,"14,28","14,68"
12/4/2016,"14,39","14,79"
11/4/2016,"14,36","14,76"
8/4/2016,"14,34","14,74"
7/4/2016,"14,4","14,8"
6/4/2016,"14,59","14,99"
5/4/2016,"14,59","14,99"
4/4/2016,"14,66","15,06"
1/4/2016,"14,62","15,02"
31/03/2016,"14,49","14,89"
30/03/2016,"14,47","14,87"
29/03/2016,"14,53","14,93"
28/03/2016,"14,58","14,98"
23/03/2016,"14,34","14,74"
22/03/2016,"14,25","14,65"
21/03/2016,"14,42","14,82"
18/03/2016,"14,73","15,13"
17/03/2016,"14,66","15,06"
16/03/2016,"14,46","14,86"
15/03/2016,"14,49","14,89"
14/03/2016,"14,68","15,08"
11/3/2016,"14,9","15,3"
10/3/2016,"15,2","15,6"
9/3/2016,"15,22","15,62"
8/3/2016,"15,26","15,66"
7/3/2016,"15,2","15,6"
4/3/2016,"15,08","15,48"
3/3/2016,"15,13","15,53"
2/3/2016,"15,54","15,94"
1/3/2016,"15,69","16,09"
29/02/2016,"15,46","15,86"
26/02/2016,"15,23","15,63"
25/02/2016,"15,2","15,6"
24/02/2016,"15,2","15,6"
23/02/2016,"15,25","15,65"
22/02/2016,"14,95","15,35"
19/02/2016,"14,86","15,26"
18/02/2016,"14,87","15,27"
17/02/2016,"14,73","15,13"
16/02/2016,"14,6",15
15/02/2016,"14,56","14,96"
12/2/2016,"14,56","14,96"
11/2/2016,"14,38","14,78"
10/2/2016,"14,3","14,7"
5/2/2016,"14,15","14,55"
4/2/2016,"14,01","14,41"
3/2/2016,"13,98","14,38"
2/2/2016,"13,96","14,36"
1/2/2016,"13,9","14,3"
29/01/2016,"13,74","14,14"
28/01/2016,"13,75","14,15"
27/01/2016,"13,73","14,13"
26/01/2016,"13,68","14,08"
25/01/2016,"13,64","14,04"
22/01/2016,"13,56","13,96"
21/01/2016,"13,43","13,83"
20/01/2016,"13,34","13,74"
19/01/2016,"13,34","13,74"
18/01/2016,"13,37","13,77"
15/01/2016,"13,36","13,76"
14/01/2016,"13,28","13,68"
13/01/2016,"13,46","13,86"
12/1/2016,"13,45","13,85"
11/1/2016,"13,73","14,13"
8/1/2016,"13,75","14,15"
7/1/2016,"13,78","14,18"
6/1/2016,"13,65","14,05"
5/1/2016,"13,57","13,87"
4/1/2016,"13,21","13,51"
31/12/2015,"13,11","13,41"
30/12/2015,13,"13,3"
29/12/2015,"12,97","13,27"
28/12/2015,"13,01","13,31"
24/12/2015,"13,09","13,39"
23/12/2015,"13,01","13,31"
22/12/2015,13,"13,3"
21/12/2015,"12,86","13,16"
18/12/2015,"13,3","13,6"
17/12/2015,"13,75","13,95"
16/12/2015,"9,79","9,84"
15/12/2015,"9,77","9,82"
14/12/2015,"9,75","9,8"
11/12/2015,"9,74","9,79"
10/12/2015,"9,71","9,76"
9/12/2015,"9,7","9,75"
4/12/2015,"9,69","9,74"
3/12/2015,"9,68","9,73"
2/12/2015,"9,67","9,72"
1/12/2015,"9,66","9,71"
30/11/2015,"9,65","9,7"
26/11/2015,"9,64","9,69"
25/11/2015,"9,64","9,69"
24/11/2015,"9,64","9,69"
23/11/2015,"9,64","9,69"
20/11/2015,"9,63","9,68"
19/11/2015,"9,62","9,67"
18/11/2015,"9,61","9,66"
17/11/2015,"9,61","9,66"
16/11/2015,"9,6","9,65"
13/11/2015,"9,59","9,64"
12/11/2015,"9,58","9,63"
11/11/2015,"9,57","9,62"
10/11/2015,"9,56","9,61"
9/11/2015,"9,55","9,6"
5/11/2015,"9,54","9,59"
4/11/2015,"9,53","9,58"
3/11/2015,"9,53","9,58"
2/11/2015,"9,52","9,57"
30/10/2015,"9,51","9,56"
29/10/2015,"9,51","9,56"
28/10/2015,"9,5","9,55"
27/10/2015,"9,5","9,55"
26/10/2015,"9,49","9,54"
23/10/2015,"9,48","9,53"
22/10/2015,"9,48","9,53"
21/10/2015,"9,47","9,52"
20/10/2015,"9,47","9,52"
19/10/2015,"9,46","9,51"
16/10/2015,"9,45","9,5"
15/10/2015,"9,45","9,5"
14/10/2015,"9,44","9,49"
13/10/2015,"9,44","9,49"
9/10/2015,"9,43","9,48"
8/10/2015,"9,42","9,47"
7/10/2015,"9,42","9,47"
6/10/2015,"9,41","9,46"
5/10/2015,"9,41","9,46"
2/10/2015,"9,4","9,45"
1/10/2015,"9,39","9,44"
30/09/2015,"9,38","9,43"
29/09/2015,"9,38","9,43"
28/09/2015,"9,37","9,42"
25/09/2015,"9,37","9,42"
24/09/2015,"9,37","9,42"
23/09/2015,"9,36","9,41"
22/09/2015,"9,36","9,41"
21/09/2015,"9,35","9,4"
18/09/2015,"9,34","9,39"
17/09/2015,"9,34","9,39"
16/09/2015,"9,33","9,38"
15/09/2015,"9,33","9,38"
14/09/2015,"9,32","9,37"
11/9/2015,"9,32","9,37"
10/9/2015,"9,31","9,36"
9/9/2015,"9,31","9,36"
8/9/2015,"9,3","9,35"
7/9/2015,"9,29","9,34"
4/9/2015,"9,29","9,34"
3/9/2015,"9,28","9,33"
2/9/2015,"9,27","9,32"
1/9/2015,"9,27","9,32"
31/08/2015,"9,26","9,31"
28/08/2015,"9,25","9,3"
27/08/2015,"9,25","9,3"
26/08/2015,"9,24","9,29"
25/08/2015,"9,24","9,29"
24/08/2015,"9,23","9,28"
21/08/2015,"9,22","9,27"
20/08/2015,"9,22","9,27"
19/08/2015,"9,21","9,26"
18/08/2015,"9,21","9,26"
14/08/2015,"9,21","9,26"
13/08/2015,"9,2","9,25"
12/8/2015,"9,19","9,25"
11/8/2015,"9,19","9,24"
10/8/2015,"9,18","9,23"
7/8/2015,"9,18","9,23"
6/8/2015,"9,17","9,22"
5/8/2015,"9,17","9,22"
4/8/2015,"9,16","9,21"
3/8/2015,"9,16","9,21"
31/07/2015,"9,15","9,2"
30/07/2015,"9,15","9,2"
29/07/2015,"9,15","9,2"
28/07/2015,"9,14","9,19"
27/07/2015,"9,14","9,19"
24/07/2015,"9,13","9,18"
23/07/2015,"9,13","9,18"
22/07/2015,"9,12","9,17"
21/07/2015,"9,12","9,17"
20/07/2015,"9,12","9,17"
17/07/2015,"9,11","9,16"
16/07/2015,"9,11","9,16"
15/07/2015,"9,1","9,15"
14/07/2015,"9,1","9,15"
13/07/2015,"9,09","9,14"
10/7/2015,"9,09","9,14"
8/7/2015,"9,08","9,13"
7/7/2015,"9,08","9,13"
6/7/2015,"9,07","9,12"
3/7/2015,"9,07","9,12"
2/7/2015,"9,06","9,11"
1/7/2015,"9,06","9,11"
30/06/2015,"9,05","9,1"
29/06/2015,"9,05","9,1"
26/06/2015,"9,04","9,09"
25/06/2015,"9,04","9,09"
24/06/2015,"9,03","9,08"
23/06/2015,"9,03","9,08"
22/06/2015,"9,03","9,08"
19/06/2015,"9,02","9,07"
18/06/2015,"9,02","9,07"
17/06/2015,"9,01","9,06"
16/06/2015,"9,01","9,06"
15/06/2015,"9,01","9,06"
12/6/2015,9,"9,05"
11/6/2015,9,"9,05"
10/6/2015,"8,99","9,04"
9/6/2015,"8,99","9,04"
8/6/2015,"8,98","9,03"
5/6/2015,"8,98","9,03"
4/6/2015,"8,97","9,02"
3/6/2015,"8,97","9,02"
2/6/2015,"8,97","9,02"
1/6/2015,"8,96","9,01"
29/05/2015,"8,96","9,01"
28/05/2015,"8,95",9
27/05/2015,"8,95",9
26/05/2015,"8,94","8,99"
22/05/2015,"8,94","8,99"
21/05/2015,"8,93","8,98"
20/05/2015,"8,93","8,98"
19/05/2015,"8,92","8,97"
18/05/2015,"8,92","8,97"
15/05/2015,"8,91","8,96"
14/05/2015,"8,91","8,96"
13/05/2015,"8,9","8,95"
12/5/2015,"8,9","8,95"
11/5/2015,"8,9","8,95"
8/5/2015,"8,89","8,94"
7/5/2015,"8,89","8,94"
6/5/2015,"8,89","8,94"
5/5/2015,"8,88","8,93"
4/5/2015,"8,88","8,93"
30/04/2015,"8,87","8,92"
29/04/2015,"8,87","8,92"
28/04/2015,"8,86","8,91"
27/04/2015,"8,86","8,91"
24/04/2015,"8,85","8,9"
23/04/2015,"8,85","8,9"
22/04/2015,"8,84","8,89"
21/04/2015,"8,84","8,89"
20/04/2015,"8,83","8,88"
17/04/2015,"8,83","8,88"
16/04/2015,"8,83","8,88"
15/04/2015,"8,83","8,88"
14/04/2015,"8,82","8,87"
13/04/2015,"8,82","8,87"
10/4/2015,"8,81","8,86"
9/4/2015,"8,81","8,86"
8/4/2015,"8,81","8,86"
7/4/2015,"8,8","8,85"
6/4/2015,"8,8","8,85"
1/4/2015,"8,79","8,84"
31/03/2015,"8,79","8,84"
30/03/2015,"8,78","8,83"
27/03/2015,"8,77","8,82"
26/03/2015,"8,77","8,82"
25/03/2015,"8,77","8,82"
20/03/2015,"8,76","8,81"
19/03/2015,"8,71","8,81"
18/03/2015,"8,76","8,81"
17/03/2015,"8,75","8,8"
16/03/2015,"8,75","8,8"
13/03/2015,"8,75","8,8"
12/3/2015,"8,74","8,79"
11/3/2015,"8,74","8,79"
10/3/2015,"8,74","8,79"
9/3/2015,"8,73","8,78"
6/3/2015,"8,72","8,77"
5/3/2015,"8,72","8,77"
4/3/2015,"8,71","8,76"
3/3/2015,"8,7","8,75"
2/3/2015,"8,7","8,75"
27/02/2015,"8,69","8,74"
26/02/2015,"8,69","8,74"
25/02/2015,"8,69","8,74"
24/02/2015,"8,68","8,73"
23/02/2015,"8,67","8,72"
20/02/2015,"8,67","8,72"
19/02/2015,"8,66","8,71"
18/02/2015,"8,65","8,7"
13/02/2015,"8,65","8,7"
12/2/2015,"8,65","8,7"
11/2/2015,"8,64","8,69"
10/2/2015,"8,64","8,69"
9/2/2015,"8,63","8,68"
6/2/2015,"8,63","8,68"
5/2/2015,"8,63","8,68"
4/2/2015,"8,63","8,68"
3/2/2015,"8,63","8,68"
2/2/2015,"8,62","8,67"
30/01/2015,"8,61","8,66"
29/01/2015,"8,6","8,65"
28/01/2015,"8,6","8,65"
27/01/2015,"8,59","8,64"
26/01/2015,"8,59","8,64"
23/01/2015,"8,59","8,64"
22/01/2015,"8,59","8,64"
21/01/2015,"8,58","8,63"
20/01/2015,"8,58","8,63"
19/01/2015,"8,57","8,62"
16/01/2015,"8,56","8,61"
15/01/2015,"8,56","8,61"
14/01/2015,"8,56","8,61"
13/01/2015,"8,56","8,61"
12/1/2015,"8,56","8,61"
9/1/2015,"8,56","8,61"
8/1/2015,"8,56","8,61"
7/1/2015,"8,55","8,6"
6/1/2015,"8,54","8,59"
5/1/2015,"8,53","8,58"
2/1/2015,"8,52","8,57"
30/12/2014,"8,52","8,57"
29/12/2014,"8,52","8,57"
24/12/2014,"8,52","8,57"
23/12/2014,"8,52","8,57"
22/12/2014,"8,52","8,57"
19/12/2014,"8,52","8,57"
18/12/2014,"8,52","8,57"
17/12/2014,"8,52","8,57"
16/12/2014,"8,52","8,57"
15/12/2014,"8,52","8,57"
12/12/2014,"8,52","8,57"
11/12/2014,"8,52","8,57"
10/12/2014,"8,52","8,57"
9/12/2014,"8,52","8,57"
5/12/2014,"8,51","8,56"
4/12/2014,"8,51","8,56"
3/12/2014,"8,51","8,56"
2/12/2014,"8,51","8,56"
1/12/2014,"8,5","8,55"
28/11/2014,"8,49","8,54"
27/11/2014,"8,49","8,54"
26/11/2014,"8,49","8,54"
25/11/2014,"8,49","8,54"
21/11/2014,"8,48","8,53"
20/11/2014,"8,48","8,53"
19/11/2014,"8,48","8,53"
18/11/2014,"8,48","8,53"
17/11/2014,"8,48","8,53"
14/11/2014,"8,48","8,53"
13/11/2014,"8,47","8,52"
12/11/2014,"8,47","8,52"
11/11/2014,"8,47","8,52"
10/11/2014,"8,47","8,52"
7/11/2014,"8,47","8,52"
5/11/2014,"8,47","8,52"
4/11/2014,"8,47","8,52"
3/11/2014,"8,47","8,52"
31/10/2014,"8,47","8,52"
30/10/2014,"8,47","8,52"
29/10/2014,"8,47","8,52"
28/10/2014,"8,47","8,52"
27/10/2014,"8,46","8,51"
24/10/2014,"8,46","8,51"
23/10/2014,"8,45","8,5"
22/10/2014,"8,45","8,5"
21/10/2014,"8,46","8,51"
20/10/2014,"8,45","8,5"
17/10/2014,"8,44","8,49"
16/10/2014,"8,44","8,49"
15/10/2014,"8,44","8,49"
14/10/2014,"8,44","8,49"
10/10/2014,"8,43","8,48"
9/10/2014,"8,44","8,49"
8/10/2014,"8,43","8,48"
7/10/2014,"8,42","8,47"
6/10/2014,"8,44","8,49"
3/10/2014,"8,43","8,48"
2/10/2014,"8,41","8,46"
1/10/2014,"8,42","8,47"
30/09/2014,"8,39","8,44"
29/09/2014,"8,44","8,49"
26/09/2014,"8,41","8,46"
25/09/2014,"8,39","8,44"
24/09/2014,"8,39","8,44"
23/09/2014,"8,39","8,44"
22/09/2014,"8,4","8,45"
19/09/2014,"8,39","8,44"
18/09/2014,"8,38","8,43"
17/09/2014,"8,38","8,43"
16/09/2014,"8,37","8,42"
15/09/2014,"8,37","8,42"
12/9/2014,"8,37","8,42"
11/9/2014,"8,37","8,42"
10/9/2014,"8,37","8,42"
9/9/2014,"8,37","8,42"
8/9/2014,"8,37","8,42"
5/9/2014,"8,37","8,42"
4/9/2014,"8,36","8,41"
3/9/2014,"8,37","8,42"
2/9/2014,"8,37","8,42"
1/9/2014,"8,37","8,42"
29/08/2014,"8,37","8,42"
28/08/2014,"8,37","8,42"
27/08/2014,"8,37","8,42"
26/08/2014,"8,37","8,42"
25/08/2014,"8,37","8,42"
22/08/2014,"8,37","8,42"
21/08/2014,"8,36","8,41"
20/08/2014,"8,28","8,33"
19/08/2014,"8,25","8,3"
15/08/2014,"8,24","8,29"
14/08/2014,"8,24","8,29"
13/08/2014,"8,24","8,29"
12/8/2014,"8,24","8,29"
11/8/2014,"8,24","8,29"
8/8/2014,"8,24","8,29"
7/8/2014,"8,23","8,28"
6/8/2014,"8,23","8,28"
5/8/2014,"8,23","8,28"
4/8/2014,"8,23","8,28"
1/8/2014,"8,2","8,25"
31/07/2014,"8,18","8,23"
30/07/2014,"8,17","8,22"
29/07/2014,"8,16","8,21"
28/07/2014,"8,15","8,2"
25/07/2014,"8,14","8,19"
24/07/2014,"8,14","8,19"
23/07/2014,"8,13","8,18"
22/07/2014,"8,13","8,18"
21/07/2014,"8,13","8,18"
18/07/2014,"8,12","8,17"
17/07/2014,"8,12","8,17"
16/07/2014,"8,12","8,17"
15/07/2014,"8,12","8,17"
14/07/2014,"8,12","8,17"
11/7/2014,"8,12","8,17"
10/7/2014,"8,11","8,16"
8/7/2014,"8,11","8,16"
7/7/2014,"8,11","8,16"
4/7/2014,"8,1","8,15"
3/7/2014,"8,1","8,15"
2/7/2014,"8,1","8,15"
1/7/2014,"8,1","8,15"
30/06/2014,"8,1","8,15"
27/06/2014,"8,1","8,15"
26/06/2014,"8,1","8,15"
25/06/2014,"8,1","8,15"
24/06/2014,"8,1","8,15"
23/06/2014,"8,1","8,15"
19/06/2014,"8,1","8,15"
18/06/2014,"8,1","8,15"
17/06/2014,"8,1","8,15"
16/06/2014,"8,1","8,15"
13/06/2014,"8,1","8,15"
12/6/2014,"8,1","8,15"
11/6/2014,"8,1","8,15"
10/6/2014,"8,1","8,15"
9/6/2014,"8,1","8,15"
6/6/2014,"8,1","8,15"
5/6/2014,"8,09","8,14"
4/6/2014,"8,07","8,12"
3/6/2014,"8,06","8,11"
2/6/2014,"8,05","8,1"
30/05/2014,"8,05","8,1"
29/05/2014,"8,04","8,09"
28/05/2014,"8,04","8,09"
27/05/2014,"8,04","8,09"
26/05/2014,"8,03","8,08"
23/05/2014,"8,03","8,08"
22/05/2014,"8,03","8,08"
21/05/2014,"8,03","8,08"
20/05/2014,"8,03","8,08"
19/05/2014,"8,02","8,07"
16/05/2014,"8,02","8,07"
15/05/2014,"8,02","8,07"
14/05/2014,8,"8,05"
13/05/2014,"7,99","8,04"
12/5/2014,"7,98","8,03"
9/5/2014,"7,97","8,02"
8/5/2014,"7,97","8,02"
7/5/2014,"7,96","8,01"
6/5/2014,"7,96","8,01"
5/5/2014,"7,96","8,01"
30/04/2014,"7,96","8,01"
29/04/2014,"7,96","8,01"
28/04/2014,"7,96","8,01"
25/04/2014,"7,96","8,01"
24/04/2014,"7,96","8,01"
23/04/2014,"7,96","8,01"
22/04/2014,"7,96","8,01"
21/04/2014,"7,96","8,01"
16/04/2014,"7,96","8,01"
15/04/2014,"7,96","8,01"
14/04/2014,"7,96","8,01"
11/4/2014,"7,96","8,01"
10/4/2014,"7,96","8,01"
9/4/2014,"7,96","8,01"
8/4/2014,"7,96","8,01"
7/4/2014,"7,96","8,01"
4/4/2014,"7,96","8,01"
3/4/2014,"7,96","8,01"
1/4/2014,"7,96","8,01"
31/03/2014,"7,96","8,01"
28/03/2014,"7,97","8,02"
27/03/2014,"7,96","8,01"
26/03/2014,"7,96","8,01"
25/03/2014,"7,97","8,02"
21/03/2014,"7,94","7,99"
20/03/2014,"7,93","7,98"
19/03/2014,"7,92","7,97"
18/03/2014,"7,92","7,97"
17/03/2014,"7,89","7,94"
14/03/2014,"7,86","7,91"
13/03/2014,"7,85","7,9"
12/3/2014,"7,84","7,89"
11/3/2014,"7,83","7,88"
10/3/2014,"7,83","7,88"
7/3/2014,"7,83","7,88"
6/3/2014,"7,84","7,89"
5/3/2014,"7,84","7,89"
28/02/2014,"7,84","7,89"
27/02/2014,"7,84","7,89"
26/02/2014,"7,84","7,89"
25/02/2014,"7,83","7,88"
24/02/2014,"7,83","7,88"
21/02/2014,"7,82","7,87"
20/02/2014,"7,78","7,83"
19/02/2014,"7,74","7,79"
18/02/2014,"7,73","7,78"
17/02/2014,"7,73","7,78"
14/02/2014,"7,74","7,79"
13/02/2014,"7,75","7,8"
12/2/2014,"7,77","7,82"
11/2/2014,"7,77","7,82"
10/2/2014,"7,77","7,82"
7/2/2014,"7,8","7,85"
6/2/2014,"7,84","7,89"
5/2/2014,"7,86","7,91"
4/2/2014,"7,97","8,02"
3/2/2014,"7,98","8,03"
31/01/2014,"7,98","8,03"
30/01/2014,"7,98","8,03"
29/01/2014,"7,96","8,01"
28/01/2014,"7,97","8,02"
27/01/2014,"7,96","8,01"
24/01/2014,"7,97","8,02"
23/01/2014,"7,96","8,01"
22/01/2014,"7,08","7,13"
21/01/2014,"6,84","6,89"
20/01/2014,"6,79","6,84"
17/01/2014,"6,76","6,81"
16/01/2014,"6,73","6,78"
15/01/2014,"6,72","6,77"
14/01/2014,"6,67","6,72"
13/01/2014,"6,65","6,7"
10/1/2014,"6,62","6,67"
9/1/2014,"6,59","6,64"
8/1/2014,"6,56","6,61"
7/1/2014,"6,56","6,61"
6/1/2014,"6,55","6,6"
3/1/2014,"6,51","6,56"
2/1/2014,"6,5","6,55"
30/12/2013,"6,48","6,53"
27/12/2013,"6,45","6,5"
26/12/2013,"6,43","6,48"
23/12/2013,"6,4","6,45"
20/12/2013,"6,38","6,43"
19/12/2013,"6,36","6,41"
18/12/2013,"6,34","6,39"
17/12/2013,"6,29","6,34"
16/12/2013,"6,27","6,32"
13/12/2013,"6,25","6,3"
12/12/2013,"6,24","6,29"
11/12/2013,"6,24","6,29"
10/12/2013,"6,22","6,27"
9/12/2013,"6,21","6,26"
6/12/2013,"6,2","6,25"
5/12/2013,"6,19","6,24"
4/12/2013,"6,16","6,21"
3/12/2013,"6,14","6,19"
2/12/2013,"6,12","6,17"
29/11/2013,"6,1","6,15"
28/11/2013,"6,08","6,13"
27/11/2013,"6,07","6,12"
26/11/2013,"6,07","6,11"
22/11/2013,"6,05","6,09"
21/11/2013,"6,03","6,07"
20/11/2013,"6,01","6,05"
19/11/2013,6,"6,05"
18/11/2013,"5,96","6,01"
15/11/2013,"5,95",6
14/11/2013,"5,95",6
